subject_id,age,form,item_key,item,definition,category,produces,comprehends,is_production_vocab,item_canonical
720001,21,WS,zebra,zebra,zebra,animals,0,NA,TRUE,TRUE
720001,21,WS,airplane,airplane,airplane,vehicles,0,NA,TRUE,TRUE
720001,21,WS,bicycle,bicycle,bicycle,vehicles,0,NA,TRUE,TRUE
720001,21,WS,boat,boat,boat,vehicles,1,NA,TRUE,TRUE
720001,21,WS,bus,bus,bus,vehicles,0,NA,TRUE,TRUE
720001,21,WS,car,car,car,vehicles,0,NA,TRUE,TRUE
720001,21,WS,firetruck,fire truck,firetruck,vehicles,0,NA,TRUE,TRUE
720001,21,WS,helicopter,helicopter,helicopter,vehicles,0,NA,TRUE,TRUE
720001,21,WS,motorcycle,motorcycle,motorcycle,vehicles,0,NA,TRUE,TRUE
720001,21,WS,sled,sled,sled,vehicles,0,NA,TRUE,TRUE
720001,21,WS,stroller,stroller,stroller,vehicles,0,NA,TRUE,TRUE
720001,21,WS,tractor,tractor,tractor,vehicles,0,NA,TRUE,TRUE
720001,21,WS,train,train,train,vehicles,0,NA,TRUE,TRUE
720001,21,WS,tricycle,tricycle,tricycle,vehicles,0,NA,TRUE,TRUE
720001,21,WS,truck,truck,truck,vehicles,0,NA,TRUE,TRUE
720001,21,WS,ball,ball,ball,toys,1,NA,TRUE,TRUE
720001,21,WS,balloon,balloon,balloon,toys,0,NA,TRUE,TRUE
720001,21,WS,bat,bat,bat,toys,0,NA,TRUE,TRUE
720001,21,WS,block,block,block,toys,0,NA,TRUE,TRUE
720001,21,WS,book,book,book,toys,1,NA,TRUE,TRUE
720001,21,WS,bubbles,bubbles,bubbles,toys,1,NA,TRUE,TRUE
720001,21,WS,chalk,chalk,chalk,toys,0,NA,TRUE,TRUE
720001,21,WS,crayon,crayon,crayon,toys,0,NA,TRUE,TRUE
720001,21,WS,doll,doll,doll,toys,1,NA,TRUE,TRUE
720001,21,WS,game,game,game,toys,0,NA,TRUE,TRUE
720001,21,WS,glue,glue,glue,toys,0,NA,TRUE,TRUE
720001,21,WS,pen,pen,pen,toys,0,NA,TRUE,TRUE
720001,21,WS,pencil,pencil,pencil,toys,0,NA,TRUE,TRUE
720001,21,WS,play_dough,play dough,play dough,toys,0,NA,TRUE,TRUE
720001,21,WS,present,present,present,toys,0,NA,TRUE,TRUE
720001,21,WS,puzzle,puzzle,puzzle,toys,0,NA,TRUE,TRUE
720001,21,WS,story,story,story,toys,0,NA,TRUE,TRUE
720001,21,WS,toy,toy (object),toy,toys,0,NA,TRUE,TRUE
720001,21,WS,apple,apple,apple,food_drink,1,NA,TRUE,TRUE
720001,21,WS,applesauce,apple sauce,applesauce,food_drink,0,NA,TRUE,TRUE
720001,21,WS,banana,banana,banana,food_drink,0,NA,TRUE,TRUE
720001,21,WS,beans,beans,beans,food_drink,0,NA,TRUE,TRUE
720001,21,WS,bread,bread,bread,food_drink,0,NA,TRUE,TRUE
720001,21,WS,butter,butter,butter,food_drink,0,NA,TRUE,TRUE
720001,21,WS,cake,cake,cake,food_drink,0,NA,TRUE,TRUE
720001,21,WS,candy,candy,candy,food_drink,0,NA,TRUE,TRUE
720001,21,WS,carrots,carrots,carrots,food_drink,0,NA,TRUE,TRUE
720001,21,WS,cereal,cereal,cereal,food_drink,0,NA,TRUE,TRUE
720001,21,WS,cheerios,cheerios,cheerios,food_drink,0,NA,TRUE,TRUE
720001,21,WS,cheese,cheese,cheese,food_drink,0,NA,TRUE,TRUE
720001,21,WS,chicken.food,chicken (food),chicken (food),food_drink,0,NA,TRUE,TRUE
720001,21,WS,chocolate,chocolate,chocolate,food_drink,0,NA,TRUE,TRUE
720001,21,WS,coffee,coffee,coffee,food_drink,0,NA,TRUE,TRUE
720001,21,WS,coke,coke,coke,food_drink,0,NA,TRUE,TRUE
720001,21,WS,cookie,cookie,cookie,food_drink,0,NA,TRUE,TRUE
720001,21,WS,corn,corn,corn,food_drink,0,NA,TRUE,TRUE
720001,21,WS,cracker,cracker,cracker,food_drink,0,NA,TRUE,TRUE
720001,21,WS,donut,donut,donut,food_drink,0,NA,TRUE,TRUE
720001,21,WS,drink.beverage,drink (beverage),drink (beverage),food_drink,0,NA,TRUE,TRUE
720001,21,WS,egg,egg,egg,food_drink,1,NA,TRUE,TRUE
720001,21,WS,fish.food,fish (food),fish (food),food_drink,0,NA,TRUE,TRUE
720001,21,WS,food,food,food,food_drink,0,NA,TRUE,TRUE
720001,21,WS,french_fries,french fries,french fries,food_drink,0,NA,TRUE,TRUE
720001,21,WS,grapes,grapes,grapes,food_drink,0,NA,TRUE,TRUE
720001,21,WS,green_beans,green beans,green beans,food_drink,0,NA,TRUE,TRUE
720001,21,WS,gum,gum,gum,food_drink,0,NA,TRUE,TRUE
720001,21,WS,hamburger,hamburger,hamburger,food_drink,0,NA,TRUE,TRUE
720001,21,WS,ice,ice,ice,food_drink,0,NA,TRUE,TRUE
720001,21,WS,ice_cream,ice cream,ice cream,food_drink,0,NA,TRUE,TRUE
720001,21,WS,jello,jello,jello,food_drink,0,NA,TRUE,TRUE
720001,21,WS,jelly,jelly,jelly,food_drink,0,NA,TRUE,TRUE
720001,21,WS,juice,juice,juice,food_drink,0,NA,TRUE,TRUE
720001,21,WS,lollipop,lollipop,lollipop,food_drink,0,NA,TRUE,TRUE
720001,21,WS,meat,meat,meat,food_drink,0,NA,TRUE,TRUE
720001,21,WS,melon,melon,melon,food_drink,0,NA,TRUE,TRUE
720001,21,WS,milk,milk,milk,food_drink,1,NA,TRUE,TRUE
720001,21,WS,muffin,muffin,muffin,food_drink,0,NA,TRUE,TRUE
720001,21,WS,noodles,noodles,noodles,food_drink,0,NA,TRUE,TRUE
720001,21,WS,nuts,nuts,nuts,food_drink,0,NA,TRUE,TRUE
720001,21,WS,orange.food,orange (food),orange (food),food_drink,0,NA,TRUE,TRUE
720001,21,WS,pancake,pancakes,pancake,food_drink,0,NA,TRUE,TRUE
720001,21,WS,peanut_butter,peanut butter,peanut butter,food_drink,0,NA,TRUE,TRUE
720001,21,WS,peas,peas,peas,food_drink,0,NA,TRUE,TRUE
720001,21,WS,pickle,pickle,pickle,food_drink,0,NA,TRUE,TRUE
720001,21,WS,pizza,pizza,pizza,food_drink,1,NA,TRUE,TRUE
720001,21,WS,popcorn,popcorn,popcorn,food_drink,0,NA,TRUE,TRUE
720001,21,WS,popsicle,popsicle,popsicle,food_drink,0,NA,TRUE,TRUE
720001,21,WS,potato_chip,potato chips,potato chip,food_drink,0,NA,TRUE,TRUE
720001,21,WS,potato,potato,potato,food_drink,0,NA,TRUE,TRUE
720001,21,WS,pretzel,pretzel,pretzel,food_drink,0,NA,TRUE,TRUE
720001,21,WS,pudding,pudding,pudding,food_drink,0,NA,TRUE,TRUE
720001,21,WS,pumpkin,pumpkin,pumpkin,food_drink,0,NA,TRUE,TRUE
720001,21,WS,raisin,raisin,raisin,food_drink,0,NA,TRUE,TRUE
720001,21,WS,salt,salt,salt,food_drink,0,NA,TRUE,TRUE
720001,21,WS,sandwich,sandwich,sandwich,food_drink,0,NA,TRUE,TRUE
720001,21,WS,sauce,sauce,sauce,food_drink,0,NA,TRUE,TRUE
720001,21,WS,soda,soda/pop,soda/pop,food_drink,0,NA,TRUE,TRUE
720001,21,WS,soup,soup,soup,food_drink,0,NA,TRUE,TRUE
720001,21,WS,spaghetti,spaghetti,spaghetti,food_drink,0,NA,TRUE,TRUE
720001,21,WS,strawberry,strawberry,strawberry,food_drink,1,NA,TRUE,TRUE
720001,21,WS,toast,toast,toast,food_drink,0,NA,TRUE,TRUE
720001,21,WS,tuna,tuna,tuna,food_drink,0,NA,TRUE,TRUE
720001,21,WS,vanilla,vanilla,vanilla,food_drink,0,NA,TRUE,TRUE
720001,21,WS,vitamins,vitamins,vitamins,food_drink,0,NA,TRUE,TRUE
720001,21,WS,water.beverage,water (beverage),water (beverage),food_drink,0,NA,TRUE,TRUE
720001,21,WS,yogurt,yogurt,yogurt,food_drink,0,NA,TRUE,TRUE
720001,21,WS,beads,beads,beads,clothing,0,NA,TRUE,TRUE
720001,21,WS,belt,belt,belt,clothing,0,NA,TRUE,TRUE
720001,21,WS,bib,bib,bib,clothing,0,NA,TRUE,TRUE
720001,21,WS,boots,boots,boots,clothing,0,NA,TRUE,TRUE
720001,21,WS,button,button,button,clothing,0,NA,TRUE,TRUE
720001,21,WS,coat,coat,coat,clothing,0,NA,TRUE,TRUE
720001,21,WS,diaper,diaper,diaper,clothing,1,NA,TRUE,TRUE
720001,21,WS,dress,dress (object),dress,clothing,0,NA,TRUE,TRUE
720001,21,WS,gloves,gloves,gloves,clothing,0,NA,TRUE,TRUE
720001,21,WS,hat,hat,hat,clothing,1,NA,TRUE,TRUE
720001,21,WS,jacket,jacket,jacket,clothing,1,NA,TRUE,TRUE
720001,21,WS,jeans,jeans,jeans,clothing,0,NA,TRUE,TRUE
720001,21,WS,mittens,mittens,mittens,clothing,0,NA,TRUE,TRUE
720001,21,WS,necklace,necklace,necklace,clothing,0,NA,TRUE,TRUE
720001,21,WS,pajamas,pajamas,pajamas,clothing,1,NA,TRUE,TRUE
720001,21,WS,pants,pants,pants,clothing,0,NA,TRUE,TRUE
720001,21,WS,scarf,scarf,scarf,clothing,0,NA,TRUE,TRUE
720001,21,WS,shirt,shirt,shirt,clothing,1,NA,TRUE,TRUE
720001,21,WS,shoe,shoe,shoe,clothing,1,NA,TRUE,TRUE
720001,21,WS,shorts,shorts,shorts,clothing,0,NA,TRUE,TRUE
720001,21,WS,slipper,slipper,slipper,clothing,0,NA,TRUE,TRUE
720001,21,WS,sneaker,sneaker,sneaker,clothing,0,NA,TRUE,TRUE
720001,21,WS,snowsuit,snowsuit,snowsuit,clothing,0,NA,TRUE,TRUE
720001,21,WS,sock,sock,sock,clothing,0,NA,TRUE,TRUE
720001,21,WS,sweater,sweater,sweater,clothing,0,NA,TRUE,TRUE
720001,21,WS,tights,tights,tights,clothing,0,NA,TRUE,TRUE
720001,21,WS,underpants,underpants,underpants,clothing,0,NA,TRUE,TRUE
720001,21,WS,zipper,zipper,zipper,clothing,0,NA,TRUE,TRUE
720001,21,WS,ankle,ankle,ankle,body_parts,0,NA,TRUE,TRUE
720001,21,WS,arm,arm,arm,body_parts,0,NA,TRUE,TRUE
720001,21,WS,belly_button,belly button,belly button,body_parts,1,NA,TRUE,TRUE
720001,21,WS,buttocks,buttocks/bottom*,buttocks/bottom*,body_parts,0,NA,TRUE,TRUE
720001,21,WS,cheek,cheek,cheek,body_parts,0,NA,TRUE,TRUE
720001,21,WS,chin,chin,chin,body_parts,0,NA,TRUE,TRUE
720001,21,WS,ear,ear,ear,body_parts,1,NA,TRUE,TRUE
720001,21,WS,eye,eye,eye,body_parts,0,NA,TRUE,TRUE
720001,21,WS,face,face,face,body_parts,0,NA,TRUE,TRUE
720001,21,WS,finger,finger,finger,body_parts,0,NA,TRUE,TRUE
720001,21,WS,foot,foot,feet,body_parts,0,NA,TRUE,TRUE
720001,21,WS,hair,hair,hair,body_parts,0,NA,TRUE,TRUE
720001,21,WS,hand,hand,hand,body_parts,0,NA,TRUE,TRUE
720001,21,WS,head,head,head,body_parts,1,NA,TRUE,TRUE
720001,21,WS,knee,knee,knee,body_parts,1,NA,TRUE,TRUE
720001,21,WS,leg,leg,leg,body_parts,0,NA,TRUE,TRUE
720001,21,WS,lips,lips,lips,body_parts,0,NA,TRUE,TRUE
720001,21,WS,mouth,mouth,mouth,body_parts,0,NA,TRUE,TRUE
720001,21,WS,nose,nose,nose,body_parts,1,NA,TRUE,TRUE
720001,21,WS,owie,owie/boo boo,owie/boo boo,body_parts,0,NA,TRUE,TRUE
720001,21,WS,penis,penis*,penis*,body_parts,0,NA,TRUE,TRUE
720001,21,WS,shoulder,shoulder,shoulder,body_parts,0,NA,TRUE,TRUE
720001,21,WS,toe,toe,toe,body_parts,0,NA,TRUE,TRUE
720001,21,WS,tongue,tongue,tongue,body_parts,0,NA,TRUE,TRUE
720001,21,WS,tooth,tooth,tooth,body_parts,0,NA,TRUE,TRUE
720001,21,WS,tummy,tummy,tummy,body_parts,0,NA,TRUE,TRUE
720001,21,WS,vagina,vagina*,vagina*,body_parts,0,NA,TRUE,TRUE
720001,21,WS,basket,basket,basket,household,0,NA,TRUE,TRUE
720001,21,WS,blanket,blanket,blanket,household,0,NA,TRUE,TRUE
720001,21,WS,bottle,bottle,bottle,household,1,NA,TRUE,TRUE
720001,21,WS,bowl,bowl,bowl,household,0,NA,TRUE,TRUE
720001,21,WS,box,box,box,household,0,NA,TRUE,TRUE
720001,21,WS,broom,broom,broom,household,0,NA,TRUE,TRUE
720001,21,WS,brush,brush,brush,household,0,NA,TRUE,TRUE
720001,21,WS,bucket,bucket,bucket,household,0,NA,TRUE,TRUE
720001,21,WS,camera,camera,camera,household,0,NA,TRUE,TRUE
720001,21,WS,can.object,can (object),can (object),household,0,NA,TRUE,TRUE
720001,21,WS,clock,clock,clock,household,0,NA,TRUE,TRUE
720001,21,WS,comb,comb,comb,household,0,NA,TRUE,TRUE
720001,21,WS,cup,cup,cup,household,1,NA,TRUE,TRUE
720001,21,WS,dish,dish,dish,household,0,NA,TRUE,TRUE
720001,21,WS,fork,fork,fork,household,0,NA,TRUE,TRUE
720001,21,WS,garbage,garbage,garbage,household,1,NA,TRUE,TRUE
720001,21,WS,glass,glass,glass,household,0,NA,TRUE,TRUE
720001,21,WS,glasses,glasses,glasses,household,0,NA,TRUE,TRUE
720001,21,WS,hammer,hammer,hammer,household,0,NA,TRUE,TRUE
720001,21,WS,jar,jar,jar,household,0,NA,TRUE,TRUE
720001,21,WS,keys,keys,keys,household,0,NA,TRUE,TRUE
720001,21,WS,knife,knife,knife,household,0,NA,TRUE,TRUE
720001,21,WS,lamp,lamp,lamp,household,0,NA,TRUE,TRUE
720001,21,WS,light,light,light,household,0,NA,TRUE,TRUE
720001,21,WS,medicine,medicine,medicine,household,0,NA,TRUE,TRUE
720001,21,WS,money,money,money,household,0,NA,TRUE,TRUE
720001,21,WS,mop,mop,mop,household,0,NA,TRUE,TRUE
720001,21,WS,nail,nail,nail,household,0,NA,TRUE,TRUE
720001,21,WS,napkin,napkin,napkin,household,1,NA,TRUE,TRUE
720001,21,WS,paper,paper,paper,household,0,NA,TRUE,TRUE
720001,21,WS,penny,penny,penny,household,0,NA,TRUE,TRUE
720001,21,WS,picture,picture,picture,household,0,NA,TRUE,TRUE
720001,21,WS,pillow,pillow,pillow,household,0,NA,TRUE,TRUE
720001,21,WS,plant,plant,plant,household,0,NA,TRUE,TRUE
720001,21,WS,plate,plate,plate,household,0,NA,TRUE,TRUE
720001,21,WS,purse,purse,purse,household,0,NA,TRUE,TRUE
720001,21,WS,radio,radio,radio,household,0,NA,TRUE,TRUE
720001,21,WS,scissors,scissors,scissors,household,0,NA,TRUE,TRUE
720001,21,WS,soap,soap,soap,household,0,NA,TRUE,TRUE
720001,21,WS,spoon,spoon,spoon,household,0,NA,TRUE,TRUE
720001,21,WS,tape,tape,tape,household,0,NA,TRUE,TRUE
720001,21,WS,telephone,telephone,telephone/cellphone*,household,0,NA,TRUE,TRUE
720001,21,WS,tissue,tissue/kleenex,tissue/kleenex,household,0,NA,TRUE,TRUE
720001,21,WS,toothbrush,toothbrush,toothbrush,household,0,NA,TRUE,TRUE
720001,21,WS,towel,towel,towel,household,0,NA,TRUE,TRUE
720001,21,WS,trash,trash,trash,household,1,NA,TRUE,TRUE
720001,21,WS,tray,tray,tray,household,0,NA,TRUE,TRUE
720001,21,WS,vacuum,vacuum,vacuum,household,0,NA,TRUE,TRUE
720001,21,WS,walker,walker,walker,household,0,NA,TRUE,TRUE
720001,21,WS,watch.object,watch (object),watch (object),household,0,NA,TRUE,TRUE
720001,21,WS,basement,basement,basement,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,bathroom,bathroom,bathroom,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,bathtub,bathtub,bathtub,furniture_rooms,1,NA,TRUE,TRUE
720001,21,WS,bed,bed,bed,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,bedroom,bedroom,bedroom,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,bench,bench,bench,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,chair,chair,chair,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,closet,closet,closet,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,couch,couch,couch,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,crib,crib,crib,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,door,door,door,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,drawer,drawer,drawer,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,dryer,dryer,dryer,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,garage,garage,garage,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,high_chair,high chair,high chair,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,kitchen,kitchen,kitchen,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,living_room,living room,living room,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,oven,oven,oven,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,play_pen,play pen,play pen,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,porch,porch,porch,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,potty,potty,potty,furniture_rooms,1,NA,TRUE,TRUE
720001,21,WS,refrigerator,refrigerator,refrigerator,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,rocking_chair,rocking chair,rocking chair,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,room,room,room,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,shower,shower,shower,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,sink,sink,sink,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,sofa,sofa,sofa,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,stairs,stairs,stairs,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,stove,stove,stove,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,table,table,table,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,tv,TV,TV,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,washing_machine,washing machine,washing machine,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,window,window,window,furniture_rooms,0,NA,TRUE,TRUE
720001,21,WS,backyard,backyard,backyard,outside,0,NA,TRUE,TRUE
720001,21,WS,cloud,cloud,cloud,outside,0,NA,TRUE,TRUE
720001,21,WS,flag,flag,flag,outside,0,NA,TRUE,TRUE
720001,21,WS,flower,flower,flower,outside,0,NA,TRUE,TRUE
720001,21,WS,garden,garden,garden,outside,0,NA,TRUE,TRUE
720001,21,WS,grass,grass,grass,outside,0,NA,TRUE,TRUE
720001,21,WS,hose,hose,hose,outside,0,NA,TRUE,TRUE
720001,21,WS,ladder,ladder,ladder,outside,0,NA,TRUE,TRUE
720001,21,WS,lawn_mower,lawn mower,lawn mower,outside,0,NA,TRUE,TRUE
720001,21,WS,moon,moon,moon,outside,0,NA,TRUE,TRUE
720001,21,WS,pool,pool,pool,outside,0,NA,TRUE,TRUE
720001,21,WS,rain,rain,rain,outside,0,NA,TRUE,TRUE
720001,21,WS,rock,rock,rock,outside,0,NA,TRUE,TRUE
720001,21,WS,roof,roof,roof,outside,0,NA,TRUE,TRUE
720001,21,WS,sandbox,sandbox,sandbox,outside,0,NA,TRUE,TRUE
720001,21,WS,shovel,shovel,shovel,outside,0,NA,TRUE,TRUE
720001,21,WS,sidewalk,sidewalk,sidewalk,outside,0,NA,TRUE,TRUE
720001,21,WS,sky,sky,sky,outside,0,NA,TRUE,TRUE
720001,21,WS,slide.object,slide (object),slide (object),outside,1,NA,TRUE,TRUE
720001,21,WS,snow,snow,snow,outside,0,NA,TRUE,TRUE
720001,21,WS,snowman,snowman,snowman,outside,0,NA,TRUE,TRUE
720001,21,WS,sprinkler,sprinkler,sprinkler,outside,0,NA,TRUE,TRUE
720001,21,WS,star,star,star,outside,0,NA,TRUE,TRUE
720001,21,WS,stick,stick,stick,outside,0,NA,TRUE,TRUE
720001,21,WS,stone,stone,stone,outside,0,NA,TRUE,TRUE
720001,21,WS,street,street,street,outside,0,NA,TRUE,TRUE
720001,21,WS,sun,sun,sun,outside,0,NA,TRUE,TRUE
720001,21,WS,swing.object,swing (object),swing (object),outside,1,NA,TRUE,TRUE
720001,21,WS,tree,tree,tree,outside,1,NA,TRUE,TRUE
720001,21,WS,water.not_beverage,water (not beverage),water (not beverage),outside,1,NA,TRUE,TRUE
720001,21,WS,wind,wind,wind,outside,0,NA,TRUE,TRUE
720001,21,WS,beach,beach,beach,places,0,NA,TRUE,TRUE
720001,21,WS,camping,camping,camping,places,0,NA,TRUE,TRUE
720001,21,WS,church,church*,church*,places,0,NA,TRUE,TRUE
720001,21,WS,circus,circus,circus,places,0,NA,TRUE,TRUE
720001,21,WS,country_word,country,country,places,0,NA,TRUE,TRUE
720001,21,WS,downtown,downtown,downtown,places,0,NA,TRUE,TRUE
720001,21,WS,farm,farm,farm,places,0,NA,TRUE,TRUE
720001,21,WS,gas_station,gas station,gas station,places,0,NA,TRUE,TRUE
720001,21,WS,home,home,home,places,0,NA,TRUE,TRUE
720001,21,WS,house,house,house,places,0,NA,TRUE,TRUE
720001,21,WS,movie,movie,movie,places,0,NA,TRUE,TRUE
720001,21,WS,outside,outside,outside,places,0,NA,TRUE,TRUE
720001,21,WS,park,park,park,places,0,NA,TRUE,TRUE
720001,21,WS,party,party,party,places,0,NA,TRUE,TRUE
720001,21,WS,picnic,picnic,picnic,places,0,NA,TRUE,TRUE
720001,21,WS,playground,playground,playground,places,0,NA,TRUE,TRUE
720001,21,WS,school,school,school,places,0,NA,TRUE,TRUE
720001,21,WS,store,store,store,places,0,NA,TRUE,TRUE
720001,21,WS,woods,woods,woods,places,0,NA,TRUE,TRUE
720001,21,WS,work.place,work (place),work (place),places,0,NA,TRUE,TRUE
720001,21,WS,yard,yard,yard,places,0,NA,TRUE,TRUE
720001,21,WS,zoo,zoo,zoo,places,0,NA,TRUE,TRUE
720001,21,WS,aunt,aunt,aunt,people,0,NA,TRUE,TRUE
720001,21,WS,baby,baby,baby,people,1,NA,TRUE,TRUE
720001,21,WS,babysitter,babysitter,babysitter,people,0,NA,TRUE,TRUE
720001,21,WS,babysitter_name,babysitter's name,babysitter's name,people,1,NA,TRUE,TRUE
720001,21,WS,boy,boy,boy,people,0,NA,TRUE,TRUE
720001,21,WS,brother,brother,brother,people,0,NA,TRUE,TRUE
720001,21,WS,child,child,child,people,0,NA,TRUE,TRUE
720001,21,WS,clown,clown,clown,people,0,NA,TRUE,TRUE
720001,21,WS,cowboy,cowboy,cowboy,people,0,NA,TRUE,TRUE
720001,21,WS,daddy,daddy*,daddy*,people,1,NA,TRUE,TRUE
720001,21,WS,doctor,doctor,doctor,people,0,NA,TRUE,TRUE
720001,21,WS,fireman,fireman,fireman,people,0,NA,TRUE,TRUE
720001,21,WS,friend,friend,friend,people,0,NA,TRUE,TRUE
720001,21,WS,girl,girl,girl,people,0,NA,TRUE,TRUE
720001,21,WS,grandma,grandma*,grandma*,people,1,NA,TRUE,TRUE
720001,21,WS,grandpa,grandpa*,grandpa*,people,1,NA,TRUE,TRUE
720001,21,WS,lady,lady,lady,people,0,NA,TRUE,TRUE
720001,21,WS,mailman,mailman,mailman,people,0,NA,TRUE,TRUE
